,url_no,emoji_n0,char_count,word_count,word_density,punctuation_count,upper_case_word_count,stopwords_count,unique_words_count,repeating_word_count,avg_word_length,Adjctive_count,Verb_count,Adverb_count,Noun_count,subjectivity_text,text_neg_score,text_neu_score,text_pos_score,text_sentiment_score,neg_words_in_text,pos_words_in_text,neu_words_in_text,text_polarity_Negetive,text_polarity_Neutral,text_polarity_Positive
14,0.06,0.0,6.6030672919999995,102.88,18.66,3.48,1.02,7.86,16.74,1.92,5.761151138,1.86,1.7,0.0204,48,0.4249484848,0.09292,0.7851600000000001,0.12192,0.028687999999999998,0.6,0.98,17.08,False,False,True
15,0.02,0.0,5.8270121900000005,141.94,25.22,7.2,1.4,9.94,23.04,2.18,4.863388912,2.76,2.36,0.028399999999999998,56,0.5023439411999999,0.10812,0.7587,0.1331,0.0711,1.36,1.58,22.28,False,False,True
16,0.08163265306122448,0.0,6.829144734693877,165.48979591836735,29.06122448979592,8.693877551020408,1.836734693877551,11.877551020408163,26.571428571428573,2.489795918367347,5.8606487836734695,2.938775510204082,2.020408163265306,0.03206997084548105,67,0.42169663102040816,0.0789591836734694,0.7689183673469387,0.15210204081632653,0.28421428571428575,0.9387755102040817,1.8979591836734695,26.224489795918366,False,False,True
17,0.0,0.0,5.600791542,186.84,33.72,10.3,1.48,14.62,29.74,3.98,4.641297256,3.14,2.96,0.0444,66,0.4986519294,0.054459999999999995,0.75768,0.18780000000000002,0.45055599999999996,0.76,2.54,30.42,True,False,False
18,0.0,0.0,5.526663549999999,174.06,31.58,6.22,1.4,13.84,28.48,3.1,4.537363618,3.08,2.44,0.0356,73,0.489773171,0.06474,0.77348,0.16182,0.32589199999999996,0.9,2.38,28.3,False,False,True
19,0.0,0.0,6.077554881999999,138.26,23.76,8.3,0.76,9.72,21.4,2.36,5.176809464000001,2.44,1.32,0.026000000000000002,62,0.39702635880000003,0.031939999999999996,0.8276600000000001,0.14042,0.290636,0.44,1.46,21.86,False,False,True
20,0.02,0.0,5.954121740000001,132.42,22.68,6.12,0.68,9.16,20.24,2.44,5.04346811,2.06,1.66,0.0256,69,0.37041634199999995,0.0883,0.8254600000000001,0.08628,0.061344,0.6,0.94,21.14,False,False,True
21,0.26,0.0,8.958010814,141.16,23.0,8.22,1.08,10.08,20.62,2.38,7.990769054,2.0,1.74,0.0208,61,0.44429288759999996,0.07428,0.81568,0.1101,0.12501400000000001,1.06,1.16,20.78,False,False,True
22,0.1,0.0,7.716637594,143.14,24.82,8.52,2.16,9.16,22.66,2.16,6.763888848000001,2.82,2.4,0.0252,56,0.5123352994,0.07208,0.74068,0.18716000000000002,0.286742,0.82,1.8,22.2,False,False,True
23,0.0,0.0,5.4829634107142855,131.71428571428572,24.25,8.785714285714286,1.2857142857142858,10.642857142857142,22.357142857142858,1.8928571428571428,4.521229028571429,2.1785714285714284,1.9642857142857142,0.05484693877551021,32,0.5540730003571428,0.03267857142857143,0.7703214285714285,0.197,0.4031142857142857,0.32142857142857145,2.142857142857143,21.785714285714285,False,False,True
24,0.1,0.0,7.053344182,125.62,22.7,6.42,1.04,10.3,20.58,2.12,6.176697504,1.7,1.48,0.032400000000000005,59,0.41099280899999996,0.05266,0.7368000000000001,0.21053999999999998,0.287936,0.6,1.64,20.46,False,False,True
25,0.06,0.0,6.879674986,126.08,22.92,6.94,1.7,10.48,20.22,2.7,5.929379374,2.0,1.84,0.0364,53,0.4893890212,0.07666,0.77068,0.15274,0.23417000000000002,0.66,1.64,20.62,True,False,False
26,0.0,0.0,5.262569288,187.98,36.14,9.44,1.86,17.28,31.62,4.52,4.244641114,2.48,3.22,0.056799999999999996,75,0.5270613892,0.0455,0.8345,0.12002,0.304316,0.72,2.08,33.34,False,False,True
27,0.02,0.0,5.054591682,98.4,19.08,4.98,0.96,6.58,17.8,1.28,4.19027554,2.1,1.38,0.0204,42,0.4284827854,0.041319999999999996,0.77156,0.18710000000000002,0.32693399999999995,0.46,1.56,17.06,False,False,True
28,0.0,0.0,5.3062322974336995,165.95833333333334,31.270833333333332,8.354166666666666,1.8541666666666667,13.208333333333334,27.604166666666668,3.6666666666666665,4.3392660859017225,2.4583333333333335,2.7083333333333335,0.044270833333333336,72,0.5169417978681371,0.034749999999999996,0.7897708333333333,0.1755,0.4273708333333333,0.5625,2.5208333333333335,28.1875,False,False,True
29,0.06,0.0,6.426587884779089,175.48,32.38,7.92,1.94,14.3,27.94,4.44,5.458656850136168,2.78,3.06,0.0332,64,0.5123440325018896,0.10704000000000004,0.7425000000000003,0.15042000000000003,0.18556999999999998,1.44,2.3,28.64,False,False,True
30,0.0,0.0,5.393184103377314,176.02,33.1,9.88,2.72,13.9,29.1,4.0,4.399139079141851,3.38,3.3,0.0392,102,0.6485582792207794,0.12147999999999999,0.7033800000000001,0.17522,0.22439200000000004,1.44,2.94,28.72,False,False,True
31,0.0,0.0,5.11071282112641,105.0,20.66,4.0,1.5,8.18,18.2,2.46,4.183383562286351,1.84,1.76,0.0332,45,0.5328934523809525,0.09985999999999999,0.7237599999999997,0.17637999999999998,0.12184600000000001,0.98,1.7,17.98,False,False,True
32,0.0,0.0,5.775598892459874,136.16,24.14,5.66,1.72,9.88,22.3,1.84,4.837992214598201,2.8,1.96,0.031200000000000002,52,0.4691150853775853,0.03612,0.78366,0.1802,0.355286,0.38,1.68,22.08,False,True,False
33,0.02,0.0,5.315429889142991,151.02,28.3,7.0,2.26,12.0,24.62,3.68,4.367613554697608,2.6,2.56,0.0384,70,0.5254644131794133,0.05598,0.78078,0.16316000000000003,0.2586880000000001,0.8,1.9,25.6,False,False,True
34,0.06,0.0,5.652766652693606,116.96,21.52,6.12,1.24,8.84,19.52,2.0,4.729613239457905,1.8,1.78,0.031200000000000002,42,0.5709416546416545,0.05862,0.7195199999999999,0.22184000000000004,0.312626,0.62,1.88,19.02,False,True,False
35,0.56,0.0,19.21665067917787,67.92,8.12,7.06,0.32,2.84,7.66,0.46,18.533387983222095,0.92,0.76,0.0076,18,0.2515238095238095,0.16288,0.7152200000000001,0.12194,-0.01868000000000001,0.72,0.7,6.7,False,True,False
36,0.08,0.0,9.732419147573083,170.1,30.28,8.86,1.22,12.82,27.16,3.12,8.798724171706587,2.78,3.12,0.0452,69,0.4634393542568542,0.06522,0.79324,0.14154,0.27977599999999997,0.9,2.36,27.02,False,False,True
37,0.08,0.0,5.692815423040067,159.56,30.74,5.64,1.14,14.86,26.58,4.16,4.769099077445075,2.66,2.46,0.0368,71,0.5466420589331303,0.08752,0.76648,0.14602,0.14452200000000004,1.22,1.9,27.62,True,False,False
38,0.06,0.0,5.827180152401227,165.32,28.86,9.44,1.02,11.9,26.04,2.82,4.83100411404188,2.76,2.26,0.0332,56,0.4563974867724867,0.08984,0.74614,0.16408000000000006,0.23077600000000004,1.1,2.22,25.54,False,False,True
39,0.0,0.0,5.389059271824205,182.78,34.1,9.9,2.32,15.1,30.1,4.0,4.3685989445555675,3.06,3.12,0.0384,95,0.510366755929256,0.07748000000000001,0.8118000000000001,0.11072000000000001,0.15796400000000005,1.04,1.7,31.36,False,False,True
40,0.08,0.0,5.8688713443368865,170.7,32.32,7.06,2.1,14.08,28.54,3.78,4.875516296490976,2.5,2.38,0.0356,64,0.48549204110704103,0.04162000000000001,0.8310200000000001,0.1274,0.3360019999999999,0.58,1.74,30.0,False,False,True
41,0.08,0.0,6.9516354413399934,160.68,29.24,10.3,1.76,11.86,26.62,2.62,5.936544550601372,2.58,3.14,0.0384,58,0.47679831409331414,0.09709999999999998,0.7709600000000001,0.13186,0.16232000000000002,1.12,1.78,26.34,False,False,True
42,0.0,0.0,5.574506405534136,118.74,21.68,5.88,1.44,8.56,19.32,2.36,4.705981264237109,2.38,1.9,0.0268,65,0.3874739538239538,0.0892,0.7697799999999999,0.14098,0.14443799999999998,0.7,1.28,19.7,False,False,True
43,0.04,0.0,5.9365472120387235,159.22,28.7,8.94,2.16,11.52,25.4,3.3,4.948532921867333,2.68,2.8,0.0356,66,0.5268059403559404,0.04769999999999999,0.8112200000000002,0.1411,0.2776439999999999,0.52,1.74,26.44,True,False,False
44,0.2,0.0,11.712152084622614,123.36,20.24,7.98,1.16,8.06,18.6,1.64,10.809155602857254,2.06,1.74,0.027999999999999997,43,0.4514539682539684,0.09281999999999999,0.74592,0.16122,0.21202800000000002,0.88,1.4,17.96,False,False,True
45,0.08,0.0,6.500025660997497,178.9,31.94,10.12,1.72,14.44,28.3,3.64,5.550585634116632,2.96,2.86,0.0388,77,0.473919088041588,0.07132000000000001,0.7842799999999999,0.14443999999999999,0.164188,1.1,1.96,28.88,True,False,False
46,0.02,0.0,5.789798797999026,181.68,31.68,8.32,1.22,13.72,28.92,2.76,4.802173836277451,2.56,2.56,0.0364,91,0.47028298941798957,0.07008,0.8393,0.09062,0.08585599999999999,1.0,1.18,29.5,False,False,True
47,0.0,0.0,5.38217257641541,165.14,30.82,9.16,1.98,13.12,27.16,3.66,4.402899788221489,3.28,2.9,0.0256,56,0.5017034451659452,0.06467999999999999,0.77774,0.15762,0.296676,0.94,2.26,27.62,False,False,True
48,0.0,0.0,5.294354599740145,177.7,33.68,8.12,1.54,16.72,29.62,4.06,4.314630710851334,2.8,3.56,0.0444,88,0.552675462962963,0.07956,0.78604,0.13435999999999995,0.19453199999999998,1.16,2.06,30.46,False,False,True
49,0.14,0.0,7.86889141709726,125.68,22.94,5.56,1.28,10.0,20.6,2.34,7.0078590156857645,1.8,2.04,0.0296,49,0.4841317821067821,0.06092,0.8240999999999999,0.11502000000000001,0.08117999999999997,0.7,1.12,21.12,False,True,False
50,0.0,0.0,5.437696791162142,164.6,30.62,5.98,2.06,13.54,27.34,3.28,4.4108108181596855,2.14,2.16,0.0392,79,0.5363800264550266,0.05482000000000001,0.7886799999999999,0.15642,0.27674800000000005,0.72,2.36,27.54,False,False,True
51,0.12,0.0,5.835692154495048,160.14,28.9,8.6,1.74,11.34,25.6,3.3,4.851587743998535,3.06,2.58,0.0348,62,0.5490016594516596,0.08120000000000001,0.73454,0.18425999999999998,0.2845819999999999,0.8,2.32,25.78,False,False,True
52,0.06,0.0,5.939555802949803,158.86,28.2,8.9,2.0,11.3,25.9,2.3,4.967544558344874,2.48,1.84,0.0308,64,0.5111669071669074,0.050499999999999996,0.76426,0.18524000000000004,0.48804000000000003,0.56,2.26,25.38,False,False,True
53,0.02,0.0,5.264009606166253,156.82,30.22,7.36,1.96,14.36,26.32,3.9,4.299658851845262,2.72,2.62,0.038,65,0.49815195406445406,0.06936,0.77644,0.15428,0.26527,0.92,2.0,27.3,False,False,True
54,0.0,0.0,5.270546821252693,164.47619047619048,31.238095238095237,9.071428571428571,1.9285714285714286,12.523809523809524,27.476190476190474,3.761904761904762,4.295842480444053,2.619047619047619,2.7857142857142856,0.05612244897959184,54,0.5579638004191575,0.06016666666666667,0.7306428571428571,0.20909523809523806,0.39736904761904757,0.9047619047619048,2.4761904761904763,27.857142857142858,True,False,False
55,0.05172413793103448,0.0,6.482925942465069,97.29310344827586,17.362068965517242,4.9655172413793105,1.396551724137931,7.224137931034483,15.224137931034482,2.1379310344827585,5.579819782582876,1.6551724137931034,1.3448275862068966,0.016349583828775268,56,0.3467375748453333,0.04767241379310345,0.7182068965517243,0.14791379310344827,0.23345689655172416,0.5,1.1206896551724137,15.741379310344827,False,False,True
56,0.02,0.0,5.51665575869092,146.4,27.56,6.8,2.06,11.56,24.16,3.4,4.5700146557254415,2.78,2.32,0.0316,66,0.5415259063687635,0.07598000000000002,0.6913800000000001,0.23263999999999999,0.37643199999999993,0.88,2.5,24.18,False,False,True
57,0.06,0.0,6.3577305155926975,143.44,26.56,6.44,1.58,11.58,23.68,2.88,5.435100302494081,2.04,1.94,0.038,71,0.5015726455026455,0.07586,0.7460199999999998,0.17824,0.226874,0.98,1.84,23.74,False,False,True
58,0.14,0.0,8.770394908009742,156.34,27.18,7.94,1.5,11.1,24.56,2.62,7.841206131566906,2.38,1.98,0.0292,66,0.42972857142857135,0.07826000000000002,0.80266,0.11908000000000002,0.127062,0.96,1.4,24.82,False,True,False
59,0.0,0.0,5.658505496368987,140.4,24.9,5.34,0.92,10.6,22.74,2.16,4.744473834267701,1.96,1.9,0.032799999999999996,57,0.4141628427128427,0.12789999999999999,0.7652,0.10688,0.003143999999999994,1.14,1.24,22.52,True,False,False
60,0.2,0.0,9.616847427639017,132.78,22.5,8.36,1.26,9.32,20.24,2.26,8.698927354468,2.04,1.98,0.0292,58,0.4642696560846561,0.06776,0.7613399999999999,0.17096,0.18165199999999998,0.88,1.32,20.3,True,False,False
61,0.08,0.0,5.909011264703962,166.74,30.38,9.3,2.18,12.44,27.36,3.02,4.949561009459116,2.66,2.96,0.039599999999999996,78,0.4754262471655331,0.05756000000000002,0.77532,0.1671,0.36252,0.8,2.26,27.32,True,False,False
62,0.0,0.0,5.205935010720894,184.63333333333333,35.8,6.133333333333334,2.533333333333333,15.766666666666667,30.833333333333332,4.966666666666667,4.211348533982485,3.933333333333333,2.966666666666667,0.07666666666666666,47,0.5703369451315881,0.14156666666666667,0.7343000000000001,0.12413333333333335,0.057780000000000005,2.0,2.3333333333333335,31.466666666666665,False,True,False
63,0.0,0.0,5.472050761497043,176.12,32.84,8.16,2.08,14.72,28.96,3.88,4.4718174272413105,2.88,2.38,0.038,80,0.5315994794887651,0.07942,0.78958,0.13106,0.22175999999999998,0.96,2.12,29.76,True,False,False
64,0.0,0.0,5.896172392045138,78.09375,14.4375,3.1875,0.96875,5.5,13.0625,1.375,4.498661128599512,1.25,1.25,0.01953125,24,0.3574729813011063,0.05965625,0.7962812499999998,0.14409375,0.20093437499999997,0.375,1.09375,12.96875,False,True,False
65,0.0,0.0,5.323063517775792,180.06,33.8,7.0,2.22,14.78,30.56,3.24,4.352674168280829,2.9,3.74,0.0484,69,0.5709470238095238,0.07188,0.7771399999999999,0.15091999999999997,0.27172599999999997,0.98,2.38,30.44,False,False,True
66,0.06,0.0,6.238331963039145,150.72,25.6,8.92,1.76,10.6,23.2,2.4,5.32241576208598,2.68,1.96,0.027999999999999997,58,0.47770628495842776,0.0301,0.7866600000000002,0.18327999999999997,0.5119900000000001,0.52,1.92,23.16,False,False,True
67,0.0,0.0,5.324777668725846,187.76,35.44,10.26,2.26,15.9,31.72,3.72,4.344261731266588,3.44,2.54,0.044800000000000006,78,0.5008014249639252,0.01688,0.7985599999999999,0.18448000000000003,0.611946,0.28,2.76,32.4,False,False,True
68,0.08,0.0,6.067743072413561,164.76,28.14,8.76,1.56,12.16,25.46,2.68,5.088035572880426,2.62,2.6,0.034,50,0.4775041643541642,0.08484,0.78578,0.12933999999999998,0.185774,0.9,1.7,25.54,False,False,True
69,0.04081632653061224,0.0,5.521646884488011,139.59183673469389,25.591836734693878,6.673469387755102,2.306122448979592,10.244897959183673,23.122448979591837,2.4693877551020407,4.556455520081363,2.061224489795918,2.3877551020408165,0.03123698458975427,64,0.5032567536394067,0.04612244897959185,0.751326530612245,0.20253061224489796,0.36272653061224486,0.5510204081632653,1.8775510204081634,23.163265306122447,False,True,False
70,0.0,0.0,5.146181803737037,181.52,35.12,6.1,0.64,17.64,29.66,5.46,4.171638550525142,3.12,2.42,0.0472,96,0.41099953703703695,0.05704,0.80624,0.13676000000000002,0.22051999999999994,0.98,2.16,31.98,False,False,True
71,0.22,0.0,12.993718589375987,120.56,20.4,5.78,1.32,8.24,17.82,2.58,12.282648701264014,2.1,1.6,0.0236,58,0.3829856421356422,0.05744,0.80578,0.13682,0.18912800000000002,0.7,1.5,18.2,False,False,True
72,0.14,0.0,7.989401785259235,148.66,26.7,6.08,1.44,11.84,23.7,3.0,7.07062515677971,2.32,2.06,0.032799999999999996,51,0.48882785714285704,0.05988,0.7961000000000001,0.14397999999999997,0.291516,0.84,1.92,23.94,False,False,True
73,0.04,0.0,5.642267139601475,117.16,21.52,5.32,1.08,9.3,19.38,2.14,4.7245513718437495,1.56,2.1,0.0216,69,0.374131396011396,0.04694,0.8624400000000003,0.0906,0.09520400000000001,0.62,1.02,19.88,False,False,True
74,0.02,0.0,5.275847960253272,153.18,28.68,5.9,1.84,13.38,25.44,3.24,4.30195228597808,2.4,2.72,0.04,67,0.6178362433862433,0.07170000000000001,0.71968,0.20861999999999992,0.27789799999999987,0.96,2.32,25.4,False,False,True
75,0.0,0.0,5.624140877918793,121.98,22.3,6.44,1.1,9.04,19.76,2.54,4.743619873148478,2.08,1.84,0.0256,49,0.38729113756613764,0.06912,0.8120200000000001,0.11884,0.07491200000000002,0.66,1.0,20.64,False,True,False
76,0.0,0.0,5.590448986144343,179.52,32.34,6.84,1.78,15.06,28.24,4.1,4.582286447680917,2.9,2.52,0.044800000000000006,71,0.532233651996152,0.07496,0.7906800000000002,0.13439999999999994,0.23812399999999997,0.9,2.18,29.26,False,False,True
77,0.02,0.0,5.824765410464832,136.94,23.24,6.98,1.26,8.46,21.28,1.96,4.894852087385864,2.42,2.42,0.0304,76,0.3622862637362637,0.07388,0.8187000000000001,0.10744000000000002,0.10133400000000002,0.7,1.06,21.48,False,True,False
78,0.04,0.0,6.186906389648607,195.06,33.52,9.94,1.76,14.0,29.78,3.74,5.206504422488125,3.1,2.4,0.0392,88,0.4951301948051949,0.07696,0.7837000000000002,0.13933999999999996,0.22447000000000006,1.26,2.2,30.06,False,False,True
79,0.0,0.0,5.3869714467721135,185.02,34.44,9.86,1.6,14.72,30.82,3.62,4.418318795618755,3.02,3.2,0.0432,78,0.5274785284821,0.04348,0.8266400000000003,0.12987999999999997,0.32697799999999994,0.68,1.82,31.94,False,False,True
80,0.0,0.0,5.696448201463699,104.38,19.42,4.5,1.24,8.94,17.76,1.66,4.967822606035624,1.5,1.74,0.0268,42,0.29340039682539687,0.13366,0.7794599999999998,0.08686000000000002,-0.08335000000000001,0.94,0.98,17.5,False,False,True
81,0.06,0.0,7.485780116925018,144.96,28.08,7.14,2.52,11.66,23.86,4.22,6.594132539423067,2.42,1.9,0.037599999999999995,84,0.5146898268398268,0.07652,0.7219199999999999,0.2016,0.18559599999999998,1.14,2.1,24.84,False,True,False
82,0.02,0.0,5.669163135232193,182.24,32.42,8.72,1.02,13.6,30.0,2.42,4.649997634245492,3.16,2.1,0.0336,89,0.4554522486772486,0.04626,0.8037000000000001,0.15008,0.40023200000000003,0.8,2.0,29.62,True,False,False
83,0.18,0.06,6.086205073574794,143.72,25.46,7.84,2.3,9.74,22.52,2.94,5.131888177369977,2.54,2.06,0.0256,65,0.405553848003848,0.06658,0.84262,0.09084000000000002,0.11146799999999996,0.54,1.24,23.68,False,True,False
84,0.02127659574468085,0.0,7.002130522891671,109.40425531914893,20.319148936170212,7.1063829787234045,0.23404255319148937,9.27659574468085,18.04255319148936,2.276595744680851,6.133131642191095,2.276595744680851,2.0851063829787235,0.024445450430058854,47,0.4725220287986245,0.1438085106382979,0.7130851063829787,0.14306382978723406,0.08603191489361701,1.1702127659574468,1.2765957446808511,17.872340425531913,False,True,False
85,0.05714285714285714,0.0,5.820091669545953,134.0,23.285714285714285,7.4,0.8857142857142857,9.114285714285714,21.257142857142856,2.0285714285714285,4.86343232880927,2.3714285714285714,2.1142857142857143,0.04,30,0.4246388888888889,0.05102857142857142,0.8288285714285714,0.1201142857142857,0.1167542857142857,0.6857142857142857,1.2,21.4,False,False,True
86,0.04,0.0,6.293002509234434,148.82,27.1,6.46,1.58,11.6,23.64,3.46,5.316282250478116,2.82,2.12,0.0332,56,0.543027380952381,0.09138000000000002,0.7613199999999998,0.14737999999999998,0.169674,1.04,1.86,24.2,False,False,True
87,0.06896551724137931,0.0,5.927504362480209,159.6206896551724,28.17241379310345,10.03448275862069,0.896551724137931,12.620689655172415,25.586206896551722,2.586206896551724,4.929249920787368,2.7241379310344827,2.7586206896551726,0.04518430439952437,43,0.5050463792274137,0.07606896551724138,0.7751724137931035,0.1487241379310345,0.22164482758620688,0.896551724137931,1.6896551724137931,25.586206896551722,False,False,True
88,0.6,0.0,22.374335220486877,129.76,17.78,10.94,1.12,7.04,15.74,2.04,21.546734191186623,1.82,1.4,0.022799999999999997,36,0.33714343434343436,0.05866,0.8241199999999997,0.11720000000000001,0.151744,0.46,1.16,16.16,False,True,False
89,0.02,0.0,6.659165628177485,172.3,30.0,8.32,1.78,13.06,26.9,3.1,5.741811422018451,2.96,2.7,0.0304,77,0.44629174936174926,0.06962,0.8244799999999999,0.10587999999999997,0.206956,0.7,1.5,27.8,False,True,False
90,0.06,0.0,6.69079208732975,162.32,28.08,7.14,1.86,11.4,25.42,2.66,5.71223509771015,2.62,1.88,0.0316,76,0.4144810846560846,0.05589999999999999,0.8177800000000001,0.12624000000000002,0.259498,0.72,1.7,25.66,False,True,False
91,0.0,0.0,5.560248470414227,171.48,30.96,8.54,1.66,13.08,27.04,3.92,4.576620931203775,2.78,2.6,0.0388,68,0.5107381336256338,0.06808,0.7872599999999998,0.14458000000000004,0.2746559999999999,0.72,2.14,28.1,False,False,True
92,0.0,0.0,5.598802960993343,167.44117647058823,30.764705882352942,8.382352941176471,2.1176470588235294,11.382352941176471,26.88235294117647,3.8823529411764706,4.596899126416981,3.1470588235294117,2.3823529411764706,0.06055363321799307,50,0.5065955510992276,0.052735294117647054,0.7524705882352938,0.19479411764705887,0.3683088235294119,0.7352941176470589,2.2941176470588234,27.735294117647058,False,False,True
93,0.02631578947368421,0.0,6.833347150035372,75.47368421052632,13.368421052631579,5.394736842105263,0.8947368421052632,4.973684210526316,12.368421052631579,1.0,6.138986411448526,1.236842105263158,1.0526315789473684,0.02077562326869806,28,0.5076613076251233,0.02568421052631579,0.626921052631579,0.34739473684210526,0.37603157894736833,0.21052631578947367,1.5,11.657894736842104,True,False,False
94,0.0,0.0,5.187938309644355,95.98,18.56,4.8,1.3,7.6,16.3,2.26,4.332826658028396,1.58,1.66,0.027999999999999997,40,0.5564612433862434,0.10617999999999998,0.6795,0.21438,0.17066400000000004,1.04,1.44,16.08,True,False,False
95,0.02,0.0,5.756152275760287,170.42,30.18,7.76,1.12,12.1,27.2,2.98,4.8063008965722975,3.04,2.44,0.0216,91,0.4183351851851853,0.04692,0.8290800000000002,0.12396000000000004,0.2923060000000001,0.82,1.66,27.7,False,False,True
96,0.08,0.0,6.715968966258404,155.12,29.2,6.64,2.08,11.98,25.62,3.58,5.757494034276378,2.62,2.44,0.03,76,0.5279458994708994,0.0521,0.79096,0.15693999999999997,0.35529799999999995,0.76,1.86,26.58,False,False,True
97,0.24,0.0,10.668678873996498,149.88,23.84,8.24,0.44,11.42,20.98,2.86,9.672880551916952,1.82,1.76,0.0296,53,0.3767675024050024,0.06642,0.84454,0.08903999999999998,0.06665199999999999,0.86,1.22,21.76,False,False,True
98,0.16,0.0,7.07154000424098,146.04,25.0,9.16,1.5,10.1,22.3,2.7,6.090678903745291,2.42,2.04,0.031200000000000002,62,0.38782138047138054,0.04896000000000001,0.7979000000000002,0.15309999999999999,0.22412600000000005,0.6,1.54,22.86,False,True,False
99,0.08,0.0,9.924805557822625,144.52,24.64,10.44,1.52,10.9,22.46,2.18,8.955769775987267,2.26,2.12,0.037200000000000004,38,0.4812955988455988,0.05088000000000001,0.7353799999999999,0.21366,0.318896,0.74,1.92,21.98,False,False,True
100,0.22,0.0,12.957701105277424,148.26,26.08,8.36,1.84,10.6,23.02,3.06,12.199524390291598,2.38,2.38,0.0196,67,0.356935915010915,0.048339999999999994,0.84848,0.10328000000000001,0.31789000000000006,0.44,1.6,24.04,False,False,True
101,0.22,0.0,11.7157159531241,133.16,23.46,6.56,1.04,10.74,20.02,3.44,10.872220173419555,1.8,1.88,0.0252,54,0.4085459435626102,0.06016,0.83202,0.10774,0.150718,0.86,1.3,21.3,False,False,True
102,0.12,0.0,9.125215540145211,125.04,21.02,6.5,1.06,7.56,19.58,1.44,8.199653870277196,2.44,2.04,0.024,58,0.5017317666460523,0.16604000000000008,0.7135000000000001,0.12048000000000002,-0.10063599999999998,1.3,1.16,18.56,False,False,True
